donor_id	ccc_group	role	study	n_cells	COL1A1	COL1A2	COL1A1_detect	COL1A2_detect	stoich	stoich_detect
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD046Q	DC2	Other	Tata_unpubl	100	0.02650605086704	0.170688256711506	0.02	0.1	-0.144182205844466	-0.08
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747296C	EC venous systemic	Ambient reference	Teichmann_Meyer_2019	30	0.174150355022395	0.0389381028851233	0.0666666666666667	0.0333333333333333	0.135212252137272	0.0333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NML1	EC venous pulmonary	Ambient reference	Sheppard_2020	76	0	0.0947241589223522	0	0.0131578947368421	-0.0947241589223522	-0.0131578947368421
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NU_CZI02	Non-classical monocytes	Other	Misharin_2021	116	0	0.0561860928084778	0	0.00862068965517241	-0.0561860928084778	-0.00862068965517241
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A26	EC venous pulmonary	Ambient reference	Meyer_2021	170	0	0.162916750699368	0	0.0176470588235294	-0.162916750699368	-0.0176470588235294
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A43	AT2_AGTR2undet	Other	Meyer_2021	265	0.327483694416566	0.18530715085334	0.0754716981132075	0.0264150943396226	0.142176543563226	0.0490566037735849
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747SAMN15153961	Alveolar macrophages	Ambient reference	Janssen_2020	300	0.00299209346340703	0	0.00333333333333333	0	0.00299209346340703	0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD95	AT2_AGTR2undet	Other	Banovich_Kropski_2020	297	0.204253940782814	0	0.0505050505050505	0	0.204253940782814	0.0505050505050505
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_4837471372C	Non-classical monocytes	Other	Kaminski_2020	85	0	0.0153636300926896	0	0.0117647058823529	-0.0153636300926896	-0.0117647058823529
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NML2	AT2_AGTR2undet	Other	Sheppard_2020	256	0.241727159261916	0.164373504660356	0.0546875	0.0390625	0.07735365460156	0.015625
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD98	AT2_AGTR2det	Other	Banovich_Kropski_2020	24	0.101246059835265	0	0.0416666666666667	0	0.101246059835265	0.0416666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NU_CZI01	AT2_AGTR2undet	Other	Misharin_2021	287	0.203142960378209	0	0.121951219512195	0	0.203142960378209	0.121951219512195
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD94	Classical monocytes	Other	Banovich_Kropski_2020	300	0	0.0234779439169703	0	0.00333333333333333	-0.0234779439169703	-0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_07	AT2_AGTR2undet	Other	Misharin_Budinger_2018	280	0.113892667172229	0.0115125295322225	0.0321428571428571	0.00357142857142857	0.102380137640007	0.0285714285714286
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A37	Classical monocytes	Other	Meyer_2021	300	0	0.0313078905888062	0	0.00666666666666667	-0.0313078905888062	-0.00666666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747098C	EC general capillary	Ambient reference	Kaminski_2020	47	0.191235939512406	0	0.0212765957446809	0	0.191235939512406	0.0212765957446809
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD98	Vascular smooth muscle	Other	Banovich_Kropski_2020	28	1.46431797458994	1.81791008363171	0.392857142857143	0.607142857142857	-0.353592109041777	-0.214285714285714
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D239	DC2	Other	Duong_lungMAP_unpubl	74	0.0617559460399253	0	0.0135135135135135	0	0.0617559460399253	0.0135135135135135
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D088	Alveolar fibroblasts	Fibroblasts	Sun_2020	300	1.98385535671814	2.34753802759696	0.65	0.85	-0.36368267087882	-0.2
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747390C	Vascular smooth muscle	Other	Meyer_2019	219	1.42757852193919	1.7496143186555	0.584474885844749	0.762557077625571	-0.322035796716302	-0.178082191780822
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D239	AT1	Other	Duong_lungMAP_unpubl	300	0.0337097199141762	0.172923732653328	0.00666666666666667	0.04	-0.139214012739151	-0.0333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747298C	Classical monocytes	Other	Teichmann_Meyer_2019	300	0.0850793390311619	0.10824590960157	0.02	0.0266666666666667	-0.0231665705704086	-0.00666666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747160C	Interstitial macrophages	Ambient reference	Kaminski_2020	190	0.0133438888690237	0	0.00526315789473684	0	0.0133438888690237	0.00526315789473684
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A40	Classical monocytes	Other	Meyer_2021	300	0	0.0119075838417693	0	0.00333333333333333	-0.0119075838417693	-0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D062	EC general capillary	Ambient reference	Sun_2020	94	0.935505267347765	0.870030831715636	0.25531914893617	0.24468085106383	0.065474435632129	0.0106382978723404
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD047Q	EC general capillary	Ambient reference	Tata_unpubl	274	0.0199593649739352	0.074870397136549	0.00364963503649635	0.0145985401459854	-0.0549110321626138	-0.0109489051094891
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_04	AT2_AGTR2undet	Other	Misharin_Budinger_2018	298	0.0643344852004909	0	0.0167785234899329	0	0.0643344852004909	0.0167785234899329
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747ZM3KACng	Alveolar macrophages	Ambient reference	Eils_2020	114	0	0.0503517157555199	0	0.0263157894736842	-0.0503517157555199	-0.0263157894736842
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NU_CZI02	Pericytes	Pericytes	Misharin_2021	93	0.19621525285144	1.2781919699313	0.021505376344086	0.225806451612903	-1.08197671707986	-0.204301075268817
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD94	Peribronchial fibroblasts	Fibroblasts	Banovich_Kropski_2020	22	2.32935114103997	2.73826012253967	0.863636363636364	1	-0.408908981499698	-0.136363636363636
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5103	Alveolar macrophages	Ambient reference	Schiller_2020	79	0.495146106492465	0.618928075493976	0.0379746835443038	0.0506329113924051	-0.123781969001511	-0.0126582278481013
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD073R	EC venous pulmonary	Ambient reference	Tata_unpubl	183	0.204048982052865	0.110409137128369	0.0655737704918033	0.0437158469945355	0.0936398449244965	0.0218579234972678
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747253C	Alveolar macrophages	Ambient reference	Kaminski_2020	119	0.00571598657410967	0.0070884132031833	0.00840336134453781	0.00840336134453781	-0.00137242662907363	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747GRO-06	EC venous systemic	Ambient reference	Nawijn_2021	56	0.195118479936458	0.151336215531107	0.0357142857142857	0.0178571428571429	0.0437822644053508	0.0178571428571429
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_03	Vascular smooth muscle	Other	Misharin_Budinger_2018	10	1.28066150787326	2.15060495428864	0.3	0.8	-0.86994344641538	-0.5
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D231	Interstitial macrophages	Ambient reference	Sun_2020	226	0.079294985141722	0.115335409673552	0.00884955752212389	0.0221238938053097	-0.0360404245318297	-0.0132743362831858
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 3	AT2_AGTR2undet	Other	Krasnow_2020	275	0.123831683408956	0.0400637759040336	0.0436363636363636	0.0145454545454545	0.0837679075049222	0.0290909090909091
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc10380	Pericytes	Pericytes	Schiller_2020	36	0.104502919987064	2.89456984706461	0.0277777777777778	0.5	-2.79006692707754	-0.472222222222222
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747GRO-03	Peribronchial fibroblasts	Fibroblasts	Nawijn_2021	234	1.72526386478405	2.48021930450712	0.405982905982906	0.756410256410256	-0.754955439723075	-0.35042735042735
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D139	Adventitial fibroblasts	Fibroblasts	Sun_2020	33	1.41335538811953	1.72307469441861	0.333333333333333	0.484848484848485	-0.309719306299082	-0.151515151515152
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5213	AT2_AGTR2undet	Other	Schiller_2020	155	0.214779189752621	0.473243613159542	0.0129032258064516	0.032258064516129	-0.258464423406921	-0.0193548387096774
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD98	Transitional Club-AT2	Other	Banovich_Kropski_2020	77	0.16727047981826	0	0.0779220779220779	0	0.16727047981826	0.0779220779220779
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747133C	Transitional Club-AT2	Other	Kaminski_2020	15	0.216885876552368	0	0.133333333333333	0	0.216885876552368	0.133333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747GRO-11	EC venous systemic	Ambient reference	Nawijn_2021	203	0.0203088821348966	0	0.00985221674876847	0	0.0203088821348966	0.00985221674876847
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD104	Vascular smooth muscle	Other	Banovich_Kropski_2020	40	1.83177639504699	2.26580102006456	0.375	0.6	-0.434024625017571	-0.225
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747368C	Lymphatic EC	Other	Meyer_2019	35	0.122833044310725	0.596045865240726	0.0285714285714286	0.2	-0.473212820930001	-0.171428571428571
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747218C	Alveolar macrophages	Ambient reference	Kaminski_2020	194	0.0631266423696754	0.0539576321747023	0.0206185567010309	0.0257731958762887	0.00916901019497311	-0.00515463917525773
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A44	AT2_AGTR2det	Other	Meyer_2021	15	0.365856899657835	0	0.2	0	0.365856899657835	0.2
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D046	Adventitial fibroblasts	Fibroblasts	Sun_2020	72	2.88884029873654	2.89181279755459	0.986111111111111	0.944444444444444	-0.00297249881804662	0.0416666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0007	Interstitial macrophages	Ambient reference	Banovich_Kropski_2020	300	0.0249265610746987	0	0.00666666666666667	0	0.0249265610746987	0.00666666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D046	Lymphatic EC	Other	Sun_2020	126	0.633995933115033	0.594549849781816	0.103174603174603	0.111111111111111	0.0394460833332172	-0.00793650793650794
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 1	Adventitial fibroblasts	Fibroblasts	Krasnow_2020	137	2.21663036906572	2.56252773077524	0.802919708029197	0.948905109489051	-0.345897361709516	-0.145985401459854
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5212	Classical monocytes	Other	Schiller_2020	92	0.836685844532309	0.353677107580399	0.0326086956521739	0.0108695652173913	0.48300873695191	0.0217391304347826
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 1	EC venous systemic	Ambient reference	Krasnow_2020	97	0	0.0335535442827534	0	0.0103092783505155	-0.0335535442827534	-0.0103092783505155
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A37	EC general capillary	Ambient reference	Meyer_2021	171	0.0776550482041395	0.162885921214358	0.0233918128654971	0.0526315789473684	-0.0852308730102184	-0.0292397660818713
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5213	Classical monocytes	Other	Schiller_2020	61	0.128942789007732	0.205404080351367	0.0163934426229508	0.0163934426229508	-0.0764612913436345	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747RU675	Classical monocytes	Other	Peer_Massague_2020	81	0.301710497742986	0.133712091693543	0.0617283950617284	0.0246913580246914	0.167998406049443	0.037037037037037
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747QZY9VQng	AT1	Other	Eils_2020	215	0.18520807897825	0.0408088818116459	0.0232558139534884	0.00465116279069767	0.144399197166604	0.0186046511627907
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747133C	Non-classical monocytes	Other	Kaminski_2020	97	0.0175664577970055	0	0.0103092783505155	0	0.0175664577970055	0.0103092783505155
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD101	AT1	Other	Banovich_Kropski_2020	183	0.102669792931883	0	0.0163934426229508	0	0.102669792931883	0.0163934426229508
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 1	Vascular smooth muscle	Other	Krasnow_2020	115	1.20684990421251	1.07983259481934	0.356521739130435	0.295652173913043	0.127017309393177	0.0608695652173913
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_07	Classical monocytes	Other	Misharin_Budinger_2018	300	0.0222440536654248	0.0729608127177861	0.00333333333333333	0.01	-0.0507167590523612	-0.00666666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 1	Alveolar macrophages	Ambient reference	Krasnow_2020	300	0.0208103615353363	0.0169226297046794	0.0133333333333333	0.01	0.0038877318306569	0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747SAMN15153958	Alveolar macrophages	Ambient reference	Janssen_2020	300	0.00376364623777984	0	0.00333333333333333	0	0.00376364623777984	0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NU_CZI02	Adventitial fibroblasts	Fibroblasts	Misharin_2021	300	2.16046775987636	2.52618782193587	0.92	0.973333333333333	-0.365720062059506	-0.0533333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747GRO-06	Vascular smooth muscle	Other	Nawijn_2021	17	0.887453765209298	1.53822801113932	0.176470588235294	0.411764705882353	-0.650774245930023	-0.235294117647059
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Patient_5	Alveolar fibroblasts	Fibroblasts	Schiller_2021	48	2.24906058592694	2.74557740225661	0.854166666666667	1	-0.496516816329672	-0.145833333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD106	Lymphatic EC	Other	Banovich_Kropski_2020	217	0.125318201503728	0.034305278798756	0.00921658986175115	0.00460829493087558	0.0910129227049718	0.00460829493087558
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_4	Interstitial macrophages	Ambient reference	Lafyatis_Rojas_2019	231	0	0.0246406081459866	0	0.00865800865800866	-0.0246406081459866	-0.00865800865800866
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D150	EC aerocyte capillary	Ambient reference	Sun_2020	94	1.51551352086361	1.46370985642064	0.553191489361702	0.521276595744681	0.0518036644429678	0.0319148936170213
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747388C	Interstitial macrophages	Ambient reference	Kaminski_2020	129	0	0.0168598472610076	0	0.00775193798449612	-0.0168598472610076	-0.00775193798449612
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD073R	EC general capillary	Ambient reference	Tata_unpubl	200	0.0172139479562653	0.246664247255315	0.005	0.06	-0.22945029929905	-0.055
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc3843	AT1	Other	Schiller_2020	157	0.197051813599108	0	0.00636942675159236	0	0.197051813599108	0.00636942675159236
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A40	Lymphatic EC	Other	Meyer_2021	98	0.0411251811757093	0	0.0102040816326531	0	0.0411251811757093	0.0102040816326531
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747388C	Alveolar macrophages	Ambient reference	Kaminski_2020	300	0	0.0384896124001946	0	0.01	-0.0384896124001946	-0.01
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D150	Interstitial macrophages	Ambient reference	Sun_2020	118	1.17098663937985	1.19269713337359	0.491525423728814	0.508474576271186	-0.0217104939937376	-0.0169491525423728
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A43	AT1	Other	Meyer_2021	147	0.129696552361278	0.242152339406621	0.0204081632653061	0.0204081632653061	-0.112455787045343	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_06	Classical monocytes	Other	Misharin_Budinger_2018	212	0.0300201558131192	0	0.00471698113207547	0	0.0300201558131192	0.00471698113207547
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747GRO-09	Peribronchial fibroblasts	Fibroblasts	Nawijn_2021	123	2.3679909711917	2.57614378552973	0.910569105691057	0.959349593495935	-0.208152814338029	-0.0487804878048781
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NU_CZI01	Peribronchial fibroblasts	Fibroblasts	Misharin_2021	61	2.06363165035199	2.31566084734794	0.901639344262295	0.950819672131147	-0.252029196995956	-0.0491803278688524
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747292B	DC2	Other	Teichmann_Meyer_2019	79	0.547830988003404	0.227771685156993	0.240506329113924	0.113924050632911	0.320059302846411	0.126582278481013
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_6	Non-classical monocytes	Other	Lafyatis_Rojas_2019	259	0	0.0291635562462313	0	0.00772200772200772	-0.0291635562462313	-0.00772200772200772
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A37	DC2	Other	Meyer_2021	216	0.0253295619718573	0.0134947225170723	0.0185185185185185	0.00925925925925926	0.011834839454785	0.00925925925925926
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A43	Interstitial macrophages	Ambient reference	Meyer_2021	300	0.250973163223442	0.296570008973741	0.0266666666666667	0.0333333333333333	-0.0455968457502991	-0.00666666666666666
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747390C	Interstitial macrophages	Ambient reference	Meyer_2019	282	0.0805004040466467	0.113451983410298	0.0106382978723404	0.024822695035461	-0.0329515793636512	-0.0141843971631206
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747RU675	Mast cells	Other	Peer_Massague_2020	290	0.532314707206317	0.389034480363333	0.120689655172414	0.0862068965517241	0.143280226842984	0.0344827586206897
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747290B	DC2	Other	Teichmann_Meyer_2019	205	0.157213637118867	0.296833683636649	0.0536585365853659	0.107317073170732	-0.139620046517783	-0.0536585365853659
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747298C	Lymphatic EC	Other	Teichmann_Meyer_2019	69	0	0.0529375224853659	0	0.0289855072463768	-0.0529375224853659	-0.0289855072463768
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NML3	Adventitial fibroblasts	Fibroblasts	Sheppard_2020	138	1.73851324241048	2.21901544425706	0.659420289855073	0.891304347826087	-0.480502201846573	-0.231884057971014
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747S4ECX8ng	Alveolar macrophages	Ambient reference	Eils_2020	70	0	0.099096409776925	0	0.0142857142857143	-0.099096409776925	-0.0142857142857143
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NU_CZI02	Mast cells	Other	Misharin_2021	66	0	0.140778032749833	0	0.0151515151515152	-0.140778032749833	-0.0151515151515152
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747298C	Non-classical monocytes	Other	Teichmann_Meyer_2019	106	0.0869129532566175	0.0663068345790256	0.0188679245283019	0.0188679245283019	0.0206061186775919	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D239	Alveolar fibroblasts	Fibroblasts	Duong_lungMAP_unpubl	300	0.591637271413717	1.54180024907402	0.186666666666667	0.606666666666667	-0.950162977660299	-0.42
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747JVV9L8ng	EC aerocyte capillary	Ambient reference	Eils_2020	115	0.106304810961195	0.250975173664681	0.0173913043478261	0.0434782608695652	-0.144670362703486	-0.0260869565217391
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_02	Classical monocytes	Other	Misharin_Budinger_2018	89	0	0.114522613165882	0	0.0224719101123595	-0.114522613165882	-0.0224719101123595
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747RU682	AT2_AGTR2undet	Other	Peer_Massague_2020	24	0.676423814374896	0.0892444632729562	0.166666666666667	0.0416666666666667	0.58717935110194	0.125
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NML2	Alveolar fibroblasts	Fibroblasts	Sheppard_2020	300	1.34552977809084	2.08404931516812	0.493333333333333	0.843333333333333	-0.738519537077275	-0.35
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D046	Classical monocytes	Other	Sun_2020	65	0.749688628293005	0.649235063854737	0.138461538461538	0.138461538461538	0.100453564438268	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D239	Adventitial fibroblasts	Fibroblasts	Duong_lungMAP_unpubl	300	1.1670411460461	1.86141557974179	0.276666666666667	0.59	-0.694374433695693	-0.313333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0005	Alveolar fibroblasts	Fibroblasts	Banovich_Kropski_2020	11	1.550656353264	2.70032633144334	0.545454545454545	1	-1.14966997817935	-0.454545454545455
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 1	EC venous pulmonary	Ambient reference	Krasnow_2020	185	0.0670892919637318	0	0.00540540540540541	0	0.0670892919637318	0.00540540540540541
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A44	Peribronchial fibroblasts	Fibroblasts	Meyer_2021	68	2.686805504737	2.72440582912195	0.970588235294118	1	-0.0376003243849499	-0.0294117647058824
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0001	Interstitial macrophages	Ambient reference	Banovich_Kropski_2020	231	0	0.0112312873955956	0	0.00432900432900433	-0.0112312873955956	-0.00432900432900433
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD67	Alveolar fibroblasts	Fibroblasts	Banovich_Kropski_2020	105	1.040883701973	1.91373593064866	0.152380952380952	0.447619047619048	-0.872852228675657	-0.295238095238095
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D046	Transitional Club-AT2	Other	Sun_2020	63	0.402116523637244	0.417585719355091	0.0952380952380952	0.0952380952380952	-0.0154691957178468	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A40	AT1	Other	Meyer_2021	38	0.123168379914786	0	0.0263157894736842	0	0.123168379914786	0.0263157894736842
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_06	Alveolar fibroblasts	Fibroblasts	Misharin_Budinger_2018	28	1.41812818102315	2.46158784941728	0.428571428571429	0.928571428571429	-1.04345966839413	-0.5
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5212	Mast cells	Other	Schiller_2020	91	1.02926248616425	0.370398526632036	0.0549450549450549	0.010989010989011	0.658863959532211	0.043956043956044
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_4837471372C	AT2_AGTR2undet	Other	Kaminski_2020	84	0.182665724555647	0.0969917111559246	0.130952380952381	0.0238095238095238	0.0856740133997226	0.107142857142857
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD104	Adventitial fibroblasts	Fibroblasts	Banovich_Kropski_2020	124	1.28328496905099	2.21043342913363	0.314516129032258	0.733870967741935	-0.927148460082633	-0.419354838709677
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD98	Alveolar fibroblasts	Fibroblasts	Banovich_Kropski_2020	5	2.34605780709082	2.72542059640879	0.8	1	-0.379362789317967	-0.2
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D139	Pericytes	Pericytes	Sun_2020	52	0.0898594797811676	0.671519052586216	0.0192307692307692	0.134615384615385	-0.581659572805048	-0.115384615384615
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_4837471372C	Interstitial macrophages	Ambient reference	Kaminski_2020	300	0.0109387120207512	0.0106650769428404	0.00333333333333333	0.00666666666666667	0.000273635077910827	-0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5213	EC general capillary	Ambient reference	Schiller_2020	58	0.090958865629479	1.13566255175278	0.0172413793103448	0.0517241379310345	-1.0447036861233	-0.0344827586206897
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5105	AT1	Other	Schiller_2020	34	0.29997189201957	0.830251731772836	0.0294117647058824	0.0588235294117647	-0.530279839753266	-0.0294117647058824
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD076	AT2_AGTR2undet	Other	Banovich_Kropski_2020	23	0.529005698854359	0	0.0434782608695652	0	0.529005698854359	0.0434782608695652
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_6	Transitional Club-AT2	Other	Lafyatis_Rojas_2019	81	0.083442999191193	0.106947293338893	0.0123456790123457	0.0123456790123457	-0.0235042941477	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747GRO-07	Vascular smooth muscle	Other	Nawijn_2021	9	0.826828369960591	1.54899351087553	0.333333333333333	0.222222222222222	-0.722165140914943	0.111111111111111
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D062	Vascular smooth muscle	Other	Sun_2020	11	2.50411827177005	2.59415714388386	0.727272727272727	0.727272727272727	-0.0900388721138077	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D326	Peribronchial fibroblasts	Fibroblasts	Barbry_Leroy_2020	17	2.13094731737365	2.85094046449767	0.588235294117647	1	-0.719993147124018	-0.411764705882353
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747SAMN15153960	Alveolar macrophages	Ambient reference	Janssen_2020	300	0	0.00145865855644344	0	0.00333333333333333	-0.00145865855644344	-0.00333333333333333
