sample	cell_type	donor_id	disease_group	n_cells
Lymphatic EC||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747454C	Lymphatic EC	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747454C	Healthy	31
Peribronchial fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D150	Peribronchial fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D150	Healthy	90
Adventitial fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747GRO-09	Adventitial fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747GRO-09	Healthy	32
Transitional Club-AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747TILD006	Transitional Club-AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747TILD006	Fibrotic_ILD	42
Transitional Club-AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747RU682	Transitional Club-AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747RU682	Healthy	45
Classical monocytes||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747BAL039	Classical monocytes	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747BAL039	Other	142
DC2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747210I	DC2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747210I	Fibrotic_ILD	155
EC aerocyte capillary||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747296C	EC aerocyte capillary	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747296C	Healthy	31
Subpleural fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD103	Subpleural fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD103	Healthy	39
Non-classical monocytes||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747225I	Non-classical monocytes	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747225I	Fibrotic_ILD	162
Transitional Club-AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747135I	Transitional Club-AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747135I	Fibrotic_ILD	59
Non-classical monocytes||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D13	Non-classical monocytes	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D13	Other	124
Interstitial macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0014	Interstitial macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0014	Healthy	175
EC general capillary||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_48374716E0F2ng	EC general capillary	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_48374716E0F2ng	Healthy	23
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_01	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_01	Healthy	51
Vascular smooth muscle||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD55	Vascular smooth muscle	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD55	Fibrotic_ILD	122
Lymphatic EC||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_8	Lymphatic EC	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_8	Other	53
Mast cells||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9826	Mast cells	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9826	Fibrotic_ILD	178
EC aerocyte capillary||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A37	EC aerocyte capillary	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A37	Healthy	122
Non-classical monocytes||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0017	Non-classical monocytes	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0017	Healthy	70
EC aerocyte capillary||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD94	EC aerocyte capillary	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD94	Healthy	109
DC2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_4837472020-3173-NC002	DC2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_4837472020-3173-NC002	Healthy	79
Adventitial fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747184CO	Adventitial fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747184CO	COPD	18
Non-classical monocytes||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD107	Non-classical monocytes	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD107	Healthy	16
Transitional Club-AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747ZM3KACng	Transitional Club-AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747ZM3KACng	Healthy	68
EC aerocyte capillary||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD55	EC aerocyte capillary	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD55	Fibrotic_ILD	91
Adventitial fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D8	Adventitial fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D8	Other	31
Transitional Club-AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747174I	Transitional Club-AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747174I	Fibrotic_ILD	56
Lymphatic EC||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747SSc_3	Lymphatic EC	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747SSc_3	Fibrotic_ILD	65
DC2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747BAL017	DC2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747BAL017	Other	104
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747056CO	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747056CO	COPD	15
EC venous systemic||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747RU682	EC venous systemic	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747RU682	Other	25
Interstitial macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747M2	Interstitial macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747M2	Other	10
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D8	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D8	Other	77
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747237CO	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747237CO	COPD	51
Vascular smooth muscle||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D326	Vascular smooth muscle	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D326	Healthy	47
Adventitial fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747228I	Adventitial fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747228I	Fibrotic_ILD	38
Lymphatic EC||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_5	Lymphatic EC	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_5	Other	36
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747GRO-10	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747GRO-10	Healthy	14
Adventitial fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Shalek2018_subject_321	Adventitial fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Shalek2018_subject_321	Other	19
EC venous pulmonary||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD57	EC venous pulmonary	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD57	Fibrotic_ILD	32
Transitional Club-AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_4	Transitional Club-AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_4	Healthy	18
Non-classical monocytes||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Patient_6	Non-classical monocytes	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Patient_6	Healthy	64
DC2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD84	DC2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD84	Healthy	87
Vascular smooth muscle||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747158I	Vascular smooth muscle	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747158I	Fibrotic_ILD	17
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0008	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0008	Healthy	59
Peribronchial fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747022I	Peribronchial fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747022I	Fibrotic_ILD	24
Non-classical monocytes||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0007	Non-classical monocytes	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0007	Healthy	133
Non-classical monocytes||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Patient_2	Non-classical monocytes	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Patient_2	Healthy	111
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747483C	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747483C	Healthy	29
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747253C	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747253C	Healthy	12
EC venous pulmonary||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747298C	EC venous pulmonary	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747298C	Healthy	55
EC general capillary||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747SSc_4	EC general capillary	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747SSc_4	Fibrotic_ILD	144
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD68	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD68	Healthy	47
Interstitial macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9826	Interstitial macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9826	Fibrotic_ILD	71
Transitional Club-AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747PMB_1	Transitional Club-AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747PMB_1	Other	261
Non-classical monocytes||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747439C	Non-classical monocytes	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747439C	Healthy	131
Lymphatic EC||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD98	Lymphatic EC	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD98	Healthy	83
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747284C	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747284C	Healthy	94
Interstitial macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc10380	Interstitial macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc10380	Healthy	33
EC general capillary||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747225I	EC general capillary	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747225I	Fibrotic_ILD	51
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747BAL012	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747BAL012	Other	15
Pericytes||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Patient_3	Pericytes	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Patient_3	Healthy	55
EC venous systemic||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747GRO-03	EC venous systemic	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747GRO-03	Healthy	133
Lymphatic EC||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_06	Lymphatic EC	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_06	Healthy	16
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD104	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD104	Healthy	206
Interstitial macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A9LCTZng	Interstitial macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A9LCTZng	Healthy	193
EC aerocyte capillary||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0008	EC aerocyte capillary	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0008	Healthy	35
Peribronchial fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_5	Peribronchial fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_5	Other	98
EC general capillary||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D032	EC general capillary	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D032	Healthy	169
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD55	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD55	Fibrotic_ILD	129
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747BAL027	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747BAL027	Other	300
EC aerocyte capillary||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc10380	EC aerocyte capillary	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc10380	Healthy	258
EC aerocyte capillary||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747098C	EC aerocyte capillary	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747098C	Healthy	46
EC general capillary||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747152CO	EC general capillary	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747152CO	COPD	30
Non-classical monocytes||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_4	Non-classical monocytes	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_4	Healthy	148
Peribronchial fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747SCD2	Peribronchial fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747SCD2	Fibrotic_ILD	113
Classical monocytes||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747BAL012	Classical monocytes	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747BAL012	Other	47
EC venous pulmonary||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D139	EC venous pulmonary	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D139	Healthy	21
EC venous pulmonary||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747GRO-09	EC venous pulmonary	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747GRO-09	Healthy	19
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_08	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_08	Healthy	10
DC2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747BAL009	DC2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747BAL009	Other	79
Interstitial macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0010	Interstitial macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0010	Healthy	169
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_3	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_3	Other	92
Interstitial macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747184CO	Interstitial macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747184CO	COPD	25
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9826	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9826	Fibrotic_ILD	48
Pericytes||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747SSc_4	Pericytes	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747SSc_4	Fibrotic_ILD	86
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747184CO	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747184CO	COPD	10
Adventitial fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747166I	Adventitial fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747166I	Fibrotic_ILD	19
Interstitial macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Shalek2018_subject_358	Interstitial macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Shalek2018_subject_358	Healthy	14
Transitional Club-AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_48374729I	Transitional Club-AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_48374729I	Fibrotic_ILD	13
Pericytes||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747JVV9L8ng	Pericytes	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747JVV9L8ng	Healthy	24
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD046Q	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD046Q	Healthy	127
EC venous systemic||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747034I	EC venous systemic	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747034I	Fibrotic_ILD	159
Mast cells||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747RU653	Mast cells	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747RU653	Other	190
Transitional Club-AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A9LCTZng	Transitional Club-AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A9LCTZng	Healthy	27
Myofibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D088	Myofibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D088	Healthy	17
Classical monocytes||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD85	Classical monocytes	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD85	Healthy	94
Vascular smooth muscle||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747RU675	Vascular smooth muscle	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747RU675	Other	18
