test_ligand	rank_bm	aupr_corrected_bm	perm_z_bm	perm_p_bm	perm_p_BH_bm	rank_fibrillar	aupr_corrected_fibrillar	perm_z_fibrillar	perm_p_fibrillar	perm_p_BH_fibrillar	z_difference_bm_minus_fibrillar	rank_difference_bm_minus_fibrillar
CCN4	312	0.000273883864925272	-0.140936077464042	0.453054694530547	0.466123579949697	311	0.000694849226433491	-0.0547982818571648	0.268373162683732	0.277002524827903	-0.0861377956068772	1
LTF	313	0.000221713154380847	-0.144301311527768	0.470752924707529	0.482784948342227	309	0.000745745737187248	-0.0423496651096026	0.250574942505749	0.261776419760621	-0.101951646418165	4
PAM	314	0.000198566847645744	-0.152856163271447	0.477852214778522	0.488504971158935	271	0.00133698454584092	0.0220683778498459	0.16008399160084	0.188922651852462	-0.174924541121293	43
WNT2B	315	0.000176833535604834	-0.160047672470561	0.490850914908509	0.500200456144862	290	0.00111858192082071	-0.0027790165051625	0.185081491850815	0.204866065117626	-0.157268655965399	25
PDGFD	316	0.000140691716056173	-0.163550070355931	0.505449455054495	0.513447073014218	119	0.00363818027806371	0.304364545881373	0.0510948905109489	0.127700598924065	-0.467914616237304	197
MMRN2	317	0.000122458968675832	-0.169979813574328	0.515748425157484	0.522256291720986	319	0.000234615056994038	-0.110248752949327	0.428857114288571	0.431545873625804	-0.059731060625001	-2
C4BPA	318	9.42772051077509e-05	-0.175685887706009	0.527947205279472	0.532927839291543	69	0.00450496313673075	0.462650392734929	0.0388961103889611	0.127700598924065	-0.638336280440938	249
SLPI	319	-8.52742827621685e-05	-0.222736310932056	0.609239076092391	0.613058756820243	24	0.00917410472439241	1.190763461029	0.0162983701629837	0.127700598924065	-1.41349977196106	295
LTBP3	320	-0.000153023011131635	-0.221463694209041	0.634136586341366	0.636118263173683	320	-0.000180649495315964	-0.158267490405103	0.676732326767323	0.678847115288471	-0.063196203803938	0
SPON2	321	-0.000170515143698581	-0.219799417691685	0.643935606439356	0.643935606439356	93	0.00395005492990131	0.335514036936324	0.0461953804619538	0.127700598924065	-0.555313454628009	228
